# SELF-GENERATED REGRESSION DATA — NOT INDEPENDENTLY VALIDATED
# Generated by circuitRF Loadpull engine (Phase 4b-1).
# Circuit: hero3.cnl  |  f0=2.000 GHz  K=4
# Grid: 20 points  Z0=50 Ω
GridIdx; GammaRe; GammaIm; ZRe; ZIm; PavlDbm; IsTickle; Converged; Iterations; PavlW; PinDelivW; PoutW; GtDb; GpDb; BiasVLoad; BiasILoad; BiasVSrc; BiasISrc; StopReason
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -4; 0; 1; 3; 0.0003981071706; 0.0003538730405; 0.003220963845; 9.0798585; 9.5913837; 48; -0.04978356; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -3; 0; 1; 3; 0.0005011872336; 0.0004454997632; 0.004067067516; 9.0928138; 9.604339; 48; -0.049957576; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -2; 0; 1; 3; 0.0006309573445; 0.0005608509728; 0.005139361942; 9.109092; 9.6206173; 48; -0.05017688; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; -1; 0; 1; 3; 0.0007943282347; 0.0007060695419; 0.006500601073; 9.1295352; 9.6410604; 48; -0.050453334; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; 0; 0; 1; 3; 0.001; 0.0008888888888; 0.008232263191; 9.1551925; 9.6667177; 48; -0.050801946; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; 1; 0; 1; 3; 0.001258925412; 0.00111904481; 0.01044087296; 9.1873681; 9.6988933; 48; -0.051241732; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; 2; 0; 1; 3; 0.001584893192; 0.001408793949; 0.01326684725; 9.2276773; 9.7392025; 48; -0.051796818; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; 3; 0; 1; 3; 0.001995262315; 0.001773566502; 0.01689706004; 9.2781115; 9.7896367; 48; -0.052497872; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; 4; 0; 1; 3; 0.002511886432; 0.002232787939; 0.02158296908; 9.3411119; 9.8526371; 48; -0.053383952; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; 5; 0; 1; 3; 0.00316227766; 0.002810913476; 0.02766717656; 9.4196484; 9.9311736; 48; -0.054504919; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; 6; 0; 1; 3; 0.003981071706; 0.003538730405; 0.03562294385; 9.5172981; 10.028823; 48; -0.055924595; -3.0499999; 0.060999999; Compression
2; 1.224646799E-17; 0.2; 46.15384615; 19.23076923; 7; 0; 1; 3; 0.005011872336; 0.004454997632; 0.0461138254; 9.6383115; 10.149837; 48; -0.057724882; -3.0499999; 0.060999999; Compression
