# SELF-GENERATED REGRESSION DATA — NOT INDEPENDENTLY VALIDATED
# Generated by circuitRF Loadpull engine (Phase 4b-1).
# Circuit: hero3.cnl  |  f0=2.000 GHz  K=4
# Grid: 20 points  Z0=50 Ω
GridIdx; GammaRe; GammaIm; ZRe; ZIm; PavlDbm; IsTickle; Converged; Iterations; PavlW; PinDelivW; PoutW; GtDb; GpDb; BiasVLoad; BiasILoad; BiasVSrc; BiasISrc; PdcW; De; Pae; StopReason
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -17; 0; 1; 2; 1.995262315E-05; 1.773566502E-05; 0.0001596650709; 9.0320992; 9.5436244; 48; -0.049146581; -3.0499999; 0.060999999; 2.5450859; 6.273465E-05; 5.5766058E-05; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -16; 0; 1; 2; 2.511886432E-05; 2.232787939E-05; 0.0002010361853; 9.0327423; 9.5442676; 48; -0.049155268; -3.0499999; 0.060999999; 2.5455029; 7.8977002E-05; 7.0205502E-05; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -15; 0; 1; 2; 3.16227766E-05; 2.810913476E-05; 0.0002531367484; 9.033552; 9.5450772; 48; -0.049166206; -3.0499999; 0.060999999; 2.5460279; 9.9424187E-05; 8.8383799E-05; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -14; 0; 1; 3; 3.981071706E-05; 3.538730405E-05; 0.0003187611629; 9.034654; 9.5461793; 48; -0.049179976; -3.0499999; 0.060999999; 2.5466888; 0.00012516691; 0.00011127149; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -13; 0; 1; 3; 5.011872336E-05; 4.454997632E-05; 0.0004014170636; 9.0359583; 9.5474835; 48; -0.049197313; -3.0499999; 0.060999999; 2.547521; 0.00015757164; 0.00014008406; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -12; 0; 1; 3; 6.309573445E-05; 5.608509728E-05; 0.0005055452056; 9.0376; 9.5491252; 48; -0.049219141; -3.0499999; 0.060999999; 2.5485688; 0.00019836436; 0.00017635785; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -11; 0; 1; 3; 7.943282347E-05; 7.060695419E-05; 0.0006367465769; 9.0396662; 9.5511914; 48; -0.049246625; -3.0499999; 0.060999999; 2.549888; 0.00024971551; 0.00022202529; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -10; 0; 1; 3; 0.0001; 8.888888888E-05; 0.0008020965754; 9.0422666; 9.5537918; 48; -0.049281231; -3.0499999; 0.060999999; 2.5515491; 0.00031435671; 0.00027951949; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -9; 0; 1; 3; 0.0001258925412; 0.000111904481; 0.001010540936; 9.0455391; 9.5570643; 48; -0.049324807; -3.0499999; 0.060999999; 2.5536407; 0.00039572557; 0.00035190403; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -8; 0; 1; 3; 0.0001584893192; 0.0001408793949; 0.001273402484; 9.0496569; 9.5611822; 48; -0.049379681; -3.0499999; 0.060999999; 2.5562747; 0.00049814775; 0.00044303654; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -7; 0; 1; 3; 0.0001995262315; 0.0001773566502; 0.001605032308; 9.0548378; 9.566363; 48; -0.049448786; -3.0499999; 0.060999999; 2.5595917; 0.00062706575; 0.00055777476; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -6; 0; 1; 3; 0.0002511886432; 0.0002232787939; 0.0020236505; 9.0613551; 9.5728803; 48; -0.049535822; -3.0499999; 0.060999999; 2.5637694; 0.00078932625; 0.0007022362; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -5; 0; 1; 3; 0.000316227766; 0.0002810913476; 0.002552437949; 9.0695519; 9.5810772; 48; -0.049645452; -3.0499999; 0.060999999; 2.5690317; 0.00099354087; 0.00088412558; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -4; 0; 1; 3; 0.0003981071706; 0.0003538730405; 0.003220963886; 9.0798586; 9.5913838; 48; -0.04978356; -3.0499999; 0.060999999; 2.5756609; 0.0012505388; 0.0011131476; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -3; 0; 1; 3; 0.0005011872336; 0.0004454997632; 0.004067067582; 9.0928139; 9.6043391; 48; -0.049957576; -3.0499999; 0.060999999; 2.5840136; 0.0015739343; 0.0014015281; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -2; 0; 1; 3; 0.0006309573445; 0.0005608509728; 0.00513936205; 9.1090921; 9.6206174; 48; -0.05017688; -3.0499999; 0.060999999; 2.5945402; 0.0019808373; 0.0017646715; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; -1; 0; 1; 3; 0.0007943282347; 0.0007060695419; 0.006500601251; 9.1295353; 9.6410605; 48; -0.050453334; -3.0499999; 0.060999999; 2.60781; 0.0024927434; 0.0022219915; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 0; 0; 1; 3; 0.001; 0.0008888888888; 0.008232263487; 9.1551926; 9.6667178; 48; -0.050801946; -3.0499999; 0.060999999; 2.6245434; 0.003136646; 0.0027979627; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 1; 0; 1; 3; 0.001258925412; 0.00111904481; 0.01044087346; 9.1873683; 9.6988935; 48; -0.051241732; -3.0499999; 0.060999999; 2.6456531; 0.0039464257; 0.0035234508; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 2; 0; 1; 3; 0.001584893192; 0.001408793949; 0.01326684809; 9.2276776; 9.7392028; 48; -0.051796818; -3.0499999; 0.060999999; 2.6722973; 0.0049645855; 0.0044374009; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 3; 0; 1; 3; 0.001995262315; 0.001773566502; 0.01689706147; 9.2781118; 9.7896371; 48; -0.052497872; -3.0499999; 0.060999999; 2.7059478; 0.0062444151; 0.0055889824; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 4; 0; 1; 3; 0.002511886432; 0.002232787939; 0.02158297157; 9.3411124; 9.8526376; 48; -0.053383952; -3.0499999; 0.060999999; 2.7484797; 0.0078526947; 0.0070403227; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 5; 0; 1; 3; 0.00316227766; 0.002810913476; 0.02766718096; 9.4196491; 9.9311743; 48; -0.054504919; -3.0499999; 0.060999999; 2.8022861; 0.009873075; 0.0088699963; PinMax
